dict,L,headword_slp1,parvan,cited_verse,adhyaya,shloka,vulgate,critical,verdict,critical_evidence,critical_score,bori_locus
PWG,7047,aSvagrIva,1,2533,65,25,present,present,present/present,quote-exact,0.882,"01,59.24c"
PWG,7047,aSvagrIva,1,2653,67,17,present,present,present/present,quote-exact,0.912,"01,61.18a"
PWG,7052,aSvacakra,3,10272,117,13,present,present,present/present,quote-exact,1.0,"03,117.13a"
PWG,7055,aSvatara,1,5623,140,34,present,absent,present/absent,none,0.364,"06,92.33c"
PWG,7055,aSvatara,1,1555,35,10,present,present,present/present,quote-exact,1.0,"01,31.10a"
PWG,7055,aSvatara,2,361,9,8,present,present,present/present,quote-exact,1.0,"02,9.8a"
PWG,7057,aSvatIrTa,3,11052,144,18,present,present,present/present,quote-exact,1.0,"03,144.18a"
PWG,7058,aSvatTa,3,151,3,21,present,present,present/present,quote-exact,1.0,"03,3.23a"
PWG,7063,aSvatTAman,1,211,1,257,present,present,present/present,quote-exact,1.0,"01,1.194a"
PWG,7063,aSvatTAman,1,537,2,308,present,present,present/present,quote-exact,1.0,"01,2.187a"
PWG,7072,aSvanadI,3,17132,308,7,present,present,present/present,quote-exact,1.0,"03,292.7a"
PWG,7078,aSvapati,1,2532,65,24,present,present,present/present,quote-exact,1.0,"01,59.24a"
PWG,7078,aSvapati,1,2650,67,14,present,present,present/present,quote-exact,1.0,"01,61.15a"
PWG,7104,aSvameDadatta,1,3838,95,85,present,present,present/present,quote-fuzzy,0.844,"01,90.93A"
PWG,7105,aSvameDika,1,354,2,125,present,present,present/present,quote-exact,1.0,"01,2.92c"
PWG,7105,aSvameDika,1,605,2,376,present,absent,present/absent,none,0.344,"09,55.41a"
PWG,7107,aSvameDeSvara,2,1066,29,8,present,present,present/present,quote-exact,1.0,"02,26.8c"
PWG,7117,aSvaraTA,3,11681,159,15,present,present,present/present,quote-fuzzy,0.732,"02,6.2a"
PWG,7118,aSvarAja,1,1097,18,24,present,present,present/present,quote-exact,1.0,"01,16.23c"
PWG,7143,aSvaSaNku,1,2531,65,23,present,present,present/present,quote-exact,1.0,"01,59.22c"
PWG,7144,aSvaSAlA,3,13323,198,20,present,absent,present/absent,none,0.349,"03,204.4a"
PWG,7146,aSvaSiras,3,3083,79,21,present,present,present/present,quote-exact,1.0,"03,78.17a"
PWG,7146,aSvaSiras,3,17461,315,14,present,present,present/present,quote-exact,1.0,"03,299.12a"
PWG,7147,aSvaSiras,12,13100,340,94,present,present,present/present,quote-exact,1.0,"12,327.83a"
PWG,7147,aSvaSiras,12,13114,340,108,present,present,present/present,quote-exact,1.0,"12,327.97a"
PWG,7147,aSvaSiras,1,2531,65,23,present,present,present/present,quote-exact,1.0,"01,59.22c"
PWG,7147,aSvaSiras,1,2646,67,10,present,present,present/present,quote-exact,1.0,"01,59.23a"
PWG,7158,aSvasena,1,803,3,138,present,present,present/present,quote-exact,0.892,"01,3.142c"
PWG,7158,aSvasena,1,8237,223,72,present,absent,present/absent,none,0.529,"13,14.16a"
PWG,7180,aSvin,1,2599,66,35,present,present,present/present,quote-exact,1.0,"01,60.34a"
PWG,7195,azwaka,1,3539,86,6,present,present,present/present,quote-exact,1.0,"01,81.6a"
PWG,7195,azwaka,1,3569,88,6,present,present,present/present,quote-exact,1.0,"01,83.6c"
PWG,7195,azwaka,3,8465,93,8,present,present,present/present,quote-exact,1.0,"03,91.8a"
PWG,7195,azwaka,3,13301,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7195,azwaka,12,6200,168,10,present,present,present/present,quote-exact,1.0,"12,162.10a"
PWG,7195,azwaka,3,14398,228,12,present,present,present/present,quote-exact,1.0,"03,217.11a"
PWG,7205,azwaguRa,3,5039,82,97,present,absent,present/absent,none,0.333,"03,280.28a"
PWG,7205,azwaguRa,3,8259,85,117,present,present,present/present,quote-exact,1.0,"03,83.99c"
PWG,7211,azwan,3,158,3,28,present,present,present/present,quote-fuzzy,0.647,"03,3.29a"
PWG,7211,azwan,3,14200,221,25,present,present,present/present,quote-exact,1.0,"03,211.25a"
PWG,7213,azwapAda,3,10665,132,15,present,present,present/present,quote-exact,1.0,"03,132.13c"
PWG,7222,azwamUrti,3,1939,49,8,present,present,present/present,quote-exact,0.861,"03,46.26c"
PWG,7231,azwANga,2,197,5,63,present,present,present/present,quote-exact,1.0,"02,5.53a"
PWG,7232,azwANga,3,123,2,77,present,present,present/present,quote-exact,1.0,"03,2.73a"
PWG,7232,azwANga,3,121,2,75,present,present,present/present,quote-exact,1.0,"03,2.71a"
PWG,7232,azwANga,2,224,5,90,present,present,present/present,quote-exact,1.0,"02,5.80a"
PWG,7232,azwANga,2,442,11,25,present,present,present/present,quote-exact,1.0,"02,11.17a"
PWG,7243,azwAvakra,3,10599,130,7,present,present,present/present,quote-exact,1.0,"03,130.7a"
PWG,7244,azwAvakrIya,1,449,2,220,present,present,present/present,quote-exact,1.0,"01,2.138a"
PWG,7244,azwAvakrIya,1,134,1,180,present,present,present/present,quote-exact,1.0,"01,1.123a"
PWG,7249,azwrA,3,642,15,7,present,present,present/present,quote-exact,1.0,"03,16.7a"
PWG,7253,azWIlA,1,4494,114,12,present,present,present/present,quote-exact,1.0,"01,106.12a"
PWG,7253,azWIlA,3,10629,131,13,present,present,present/present,quote-fuzzy,0.844,"03,131.12a"
PWG,7256,as,3,10674,133,1,present,present,present/present,quote-exact,1.0,"03,133.1c"
PWG,7256,as,3,10284,118,7,present,present,present/present,quote-exact,1.0,"03,118.7c"
PWG,7256,as,3,10627,131,11,present,present,present/present,quote-exact,0.871,"03,131.10a"
PWG,7256,as,1,8173,223,8,present,present,present/present,quote-exact,1.0,"01,215.8c"
PWG,7256,as,3,4041,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7257,as,1,2292,62,10,present,present,present/present,quote-exact,1.0,"01,56.10a"
PWG,7257,as,1,8235,223,70,present,absent,present/absent,none,0.256,"01,215.6c"
PWG,7257,as,1,7942,217,12,present,present,present/present,quote-exact,1.0,"01,209.12c"
PWG,7257,as,2,36,2,16,present,present,present/present,quote-exact,1.0,"02,2.14a"
PWG,7257,as,1,5479,137,19,present,present,present/present,quote-exact,1.0,"01,127.18a"
PWG,7257,as,1,6759,176,1,present,present,present/present,quote-exact,1.0,"01,166.1c"
PWG,7257,as,3,1450,36,40,present,present,present/present,quote-exact,1.0,"03,37.36a"
PWG,7257,as,2,256,5,122,present,present,present/present,quote-exact,1.0,"02,5.111a"
PWG,7257,as,3,430,11,45,present,present,present/present,quote-exact,1.0,"03,12.44c"
PWG,7257,as,2,1805,50,21,present,present,present/present,quote-exact,1.0,"02,46.22c"
PWG,7257,as,3,434,11,49,present,present,present/present,quote-exact,1.0,"03,12.49a"
PWG,7257,as,2,564,13,51,present,present,present/present,quote-exact,0.889,"02,12.40a"
PWG,7257,as,3,9922,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7257,as,1,4948,126,25,present,present,present/present,quote-exact,1.0,"01,117.23c"
PWG,7257,as,3,11551,157,60,present,present,present/present,quote-exact,1.0,"01,151.16a"
PWG,7257,as,3,16708,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7257,as,3,740,18,24,present,present,present/present,quote-exact,1.0,"03,19.24a"
PWG,7257,as,1,2502,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7257,as,3,295,7,9,present,present,present/present,quote-exact,1.0,"03,8.9a"
PWG,7257,as,2,1898,52,42,present,present,present/present,quote-exact,1.0,"02,48.35c"
PWG,7257,as,3,13487,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7257,as,1,4236,105,17,present,present,present/present,quote-exact,1.0,"01,99.15e"
PWG,7257,as,1,2212,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7257,as,1,2417,63,85,present,present,present/present,quote-exact,1.0,"01,57.70c"
PWG,7257,as,3,14380,227,14,present,present,present/present,quote-exact,1.0,"03,216.11c"
PWG,7257,as,3,17052,305,6,present,present,present/present,quote-exact,1.0,"03,289.6a"
PWG,7283,asaNga,2,944,24,22,present,present,present/present,quote-exact,1.0,"02,22.21c"
PWG,7283,asaNga,3,1602,39,52,present,present,present/present,quote-exact,1.0,"03,40.41a"
PWG,7297,asatya,3,14133,219,4,present,present,present/present,quote-exact,1.0,"03,209.4c"
PWG,7311,asant,1,6355,164,4,present,present,present/present,quote-exact,1.0,"01,152.3c"
PWG,7320,asapatna,3,4093,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7326,asamaYjas,3,8884,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7326,asamaYjas,3,8888,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7326,asamaYjas,12,2054,57,25,present,present,present/present,quote-exact,1.0,"12,57.25a"
PWG,7327,asamaYjasam,2,2100,62,7,present,absent,present/absent,none,0.567,"02,55.6a"
PWG,7345,asaMbADa,2,345,8,34,present,present,present/present,quote-exact,1.0,"02,8.31a"
PWG,7345,asaMbADa,2,1282,34,23,present,present,present/present,quote-exact,1.0,"02,31.23a"
PWG,7345,asaMbADa,1,6458,167,46,present,present,present/present,quote-exact,1.0,"01,155.42c"
PWG,7345,asaMbADa,1,6459,167,47,present,present,present/present,quote-exact,1.0,"01,155.43c"
PWG,7345,asaMbADa,1,6966,182,15,present,present,present/present,quote-fuzzy,0.789,"01,173.13c"
PWG,7345,asaMbADa,3,11874,163,34,present,present,present/present,quote-exact,1.0,"03,160.29a"
PWG,7349,asaMBAvya,13,272,5,10,present,present,present/present,quote-exact,1.0,"13,5.9a"
PWG,7351,asaMmatAdAyin,12,5969,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7372,asAMprata,1,6371,164,20,present,present,present/present,quote-exact,1.0,"01,152.18a"
PWG,7381,asita,1,106,1,152,present,present,present/present,quote-exact,1.0,"01,1.104a"
PWG,7381,asita,1,2048,53,8,present,present,present/present,quote-exact,1.0,"01,48.8a"
PWG,7381,asita,2,441,11,24,present,absent,present/absent,none,0.438,"09,48.23a"
PWG,7381,asita,2,1917,53,10,present,present,present/present,quote-exact,0.892,"02,49.10a"
PWG,7381,asita,2,2038,59,9,present,present,present/present,quote-exact,1.0,"02,53.6a"
PWG,7381,asita,3,510,12,50,present,present,present/present,quote-exact,1.0,"03,13.43c"
PWG,7381,asita,2,8263,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7381,asita,9,2854,50,1,present,present,present/present,quote-exact,0.917,"09,49.1c"
PWG,7381,asita,3,8364,89,11,present,present,present/present,quote-fuzzy,0.7,"03,87.9c"
PWG,7381,asita,1,4819,123,63,present,present,present/present,quote-exact,0.882,"01,114.52c"
PWG,7403,asipatravana,12,12075,321,32,present,present,present/present,quote-exact,1.0,"12,309.31a"
PWG,7410,asiloman,1,2531,65,23,present,present,present/present,quote-exact,1.0,"01,59.22c"
PWG,7419,asuKa,1,3984,100,18,present,present,present/present,quote-exact,1.0,"01,94.16a"
PWG,7419,asuKa,1,6428,167,16,present,present,present/present,quote-exact,1.0,"01,155.16a"
PWG,7419,asuKa,2,1934,54,1,present,present,present/present,quote-exact,1.0,"02,50.1a"
PWG,7419,asuKa,1,4732,122,18,present,present,present/present,quote-exact,0.875,"01,113.18a"
PWG,7429,asura,1,6208,158,10,present,present,present/present,quote-exact,1.0,"01,146.10a"
PWG,7429,asura,1,2541,65,33,present,present,present/present,quote-exact,1.0,"01,59.32c"
PWG,7429,asura,3,12203,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7436,asurarAj,1,6208,158,10,present,present,present/present,quote-exact,1.0,"01,146.10a"
PWG,7452,asUy,1,140,1,186,present,present,present/present,quote-exact,1.0,"01,1.128c"
PWG,7452,asUy,3,12675,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7452,asUy,1,5545,138,60,present,present,present/present,quote-exact,0.853,"01,128.4c"
PWG,7452,asUy,4,99,4,17,present,present,present/present,quote-exact,1.0,"04,4.13a"
PWG,7452,asUy,3,13768,207,68,present,present,present/present,quote-exact,0.886,"03,198.63a"
PWG,7452,asUy,1,142,1,188,present,present,present/present,quote-exact,0.92,"01,1.130a"
PWG,7452,asUy,3,2516,64,116,present,present,present/present,quote-exact,1.0,"03,61.111a"
PWG,7452,asUy,3,15053,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7452,asUy,3,1359,34,6,present,present,present/present,quote-exact,1.0,"03,35.5a"
PWG,7452,asUy,1,4377,110,3,present,present,present/present,quote-exact,1.0,"01,103.3a"
PWG,7452,asUy,3,13722,207,22,present,present,present/present,quote-exact,1.0,"03,198.21c"
PWG,7453,asUyaka,3,15407,260,3,present,present,present/present,quote-exact,1.0,"03,246.3c"
PWG,7453,asUyaka,3,10344,120,22,present,present,present/present,quote-exact,1.0,"03,120.21a"
PWG,7455,asUyitar,2,2545,77,32,present,present,present/present,quote-exact,1.0,"02,68.32c"
PWG,7455,asUyitar,1,5611,140,22,present,present,present/present,quote-fuzzy,0.778,"12,138.18c"
PWG,7481,asta,3,17330,313,45,present,present,present/present,quote-exact,1.0,"03,297.26a"
PWG,7481,asta,1,4697,121,19,present,present,present/present,quote-exact,1.0,"01,112.17a"
PWG,7483,astagamana,1,6058,154,2,present,present,present/present,quote-exact,1.0,"01,142.2a"
PWG,7487,astamana,1,565,2,336,present,present,present/present,quote-exact,1.0,"01,2.204a"
PWG,7487,astamana,3,8782,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7487,astamana,3,15384,259,15,present,present,present/present,quote-fuzzy,0.833,"03,245.15a"
PWG,7499,asti,2,595,14,31,present,present,present/present,quote-exact,0.909,"02,13.30c"
PWG,7511,astra,3,12253,173,23,present,present,present/present,quote-exact,0.861,"03,170.20a"
PWG,7511,astra,3,17337,313,52,present,present,present/present,quote-exact,1.0,"03,297.33a"
PWG,7511,astra,3,228,4,10,present,present,present/present,quote-exact,1.0,"03,5.9c"
PWG,7511,astra,3,14833,239,14,present,present,present/present,quote-exact,1.0,"03,228.14a"
PWG,7511,astra,1,5156,131,24,present,absent,present/absent,none,0.289,"03,115.15e"
PWG,7517,astrI,2,1694,47,33,present,present,present/present,quote-exact,1.0,"02,43.29a"
PWG,7544,asTisaMBava,1,1514,33,19,present,present,present/present,quote-exact,1.0,"01,29.18a"
PWG,7568,asmfti,3,11087,145,25,present,present,present/present,quote-exact,1.0,"03,145.22a"
PWG,7607,ah,3,16065,279,23,present,present,present/present,quote-exact,1.0,"03,263.20a"
PWG,7607,ah,3,4069,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7611,ahaMyAti,1,3767,95,14,present,present,present/present,quote-exact,1.0,"01,90.14A"
PWG,7613,ahaMvAdin,1,4641,120,2,present,present,present/present,quote-exact,1.0,"01,111.2a"
PWG,7613,ahaMvAdin,1,6529,170,34,present,present,present/present,quote-exact,1.0,"01,158.31a"
PWG,7619,ahaMkAra,3,17384,313,99,present,absent,present/absent,none,0.333,"13,138.18c"
PWG,7621,ahaMkArya,3,11206,146,90,present,present,present/present,quote-fuzzy,0.842,"03,146.77a"
PWG,7622,ahaMkfta,1,8252,224,4,present,absent,present/absent,none,0.303,"01,219.15a"
PWG,7624,ahata,2,99,4,4,present,present,present/present,quote-exact,1.0,"02,4.2c"
PWG,7626,ahan,1,301,2,72,present,present,present/present,quote-exact,0.895,"01,2.60c"
PWG,7626,ahan,1,300,2,71,present,present,present/present,quote-exact,1.0,"01,2.59a"
PWG,7626,ahan,1,6059,154,3,present,present,present/present,quote-exact,0.889,"01,142.3a"
PWG,7626,ahan,1,2582,66,18,present,present,present/present,quote-exact,1.0,"01,60.17a"
PWG,7626,ahan,1,2584,66,20,present,present,present/present,quote-exact,1.0,"01,60.19a"
PWG,7626,ahan,1,2587,66,23,present,present,present/present,quote-exact,0.879,"01,60.22c"
PWG,7626,ahan,3,6070,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7659,ahalyA,3,8087,84,109,present,present,present/present,quote-exact,1.0,"03,82.93c"
PWG,7672,ahiMsaka,3,13835,208,18,present,present,present/present,quote-exact,1.0,"03,199.15a"
PWG,7682,ahikzatra,3,15244,254,9,present,absent,present/absent,none,0.0,
PWG,7687,ahicCatra,1,5515,138,30,present,present,present/present,quote-fuzzy,0.758,"08,55.10c"
PWG,7687,ahicCatra,1,5516,138,31,present,present,present/present,quote-exact,0.857,"07,25.5a"
PWG,7715,ahirbuDna,5,3899,116,14,present,present,present/present,quote-exact,1.0,"05,114.14a"
PWG,7715,ahirbuDna,1,4826,123,70,present,present,present/present,quote-exact,1.0,"01,114.59a"
PWG,7724,ahIna,1,1252,25,9,present,present,present/present,quote-exact,1.0,"01,21.8c"
PWG,7724,ahIna,3,13780,207,80,present,present,present/present,quote-exact,1.0,"03,198.75c"
PWG,7743,aho,1,5156,131,24,present,absent,present/absent,none,0.289,"03,115.15e"
PWG,7743,aho,1,4197,104,28,present,absent,present/absent,none,0.316,"12,309.15a"
PWG,7747,ahorAtra,2,455,11,38,present,present,present/present,quote-exact,1.0,"02,11.28a"
PWG,7747,ahorAtra,3,2035,52,22,present,present,present/present,quote-exact,1.0,"03,49.20a"
PWG,7747,ahorAtra,1,37,1,83,present,absent,present/absent,none,0.257,"12,323.39c"
PWG,7751,ahnAya,3,1385,35,10,present,present,present/present,quote-exact,1.0,"03,36.10c"
PWG,7766,A,1,4405,111,25,present,present,present/present,quote-exact,1.0,"01,104.16a"
PWG,7766,A,1,6965,182,14,present,present,present/present,quote-fuzzy,0.737,"01,173.13a"
PWG,7766,A,3,8333,88,8,present,absent,present/absent,none,0.289,"13,15.27a"
PWG,7766,A,2,531,13,18,present,absent,present/absent,none,0.314,"12,327.33c"
PWG,7766,A,1,3756,95,3,present,present,present/present,quote-exact,1.0,"01,90.3a"
PWG,7766,A,3,1403,35,28,present,present,present/present,quote-exact,1.0,"03,36.26c"
PWG,7773,Akara,3,16302,283,34,present,present,present/present,quote-exact,1.0,"03,267.34a"
PWG,7773,Akara,3,1657,40,22,present,present,present/present,quote-exact,1.0,"03,41.20a"
PWG,7773,Akara,3,16215,282,19,present,present,present/present,quote-exact,1.0,"03,266.18a"
PWG,7778,Akarza,2,2116,63,7,present,absent,present/absent,none,0.509,"02,56.7c"
PWG,7778,Akarza,2,1270,34,11,present,present,present/present,quote-exact,1.0,"02,31.11a"
PWG,7780,AkarzaRa,1,7109,188,10,present,present,present/present,quote-exact,1.0,"01,179.10a"
PWG,7780,AkarzaRa,2,915,23,26,present,present,present/present,quote-fuzzy,0.84,"02,21.14a"
PWG,7785,Akalpa,3,13373,200,24,present,absent,present/absent,none,0.421,"13,61.73c"
PWG,7801,AkAra,2,2646,80,27,present,present,present/present,quote-exact,1.0,"02,71.24a"
PWG,7809,AkASa,3,12552,181,33,present,present,present/present,quote-exact,1.0,"03,178.33a"
PWG,7809,AkASa,3,15267,254,32,present,absent,present/absent,none,0.414,"09,21.6a"
PWG,7809,AkASa,3,10909,140,18,present,present,present/present,quote-exact,1.0,"03,141.18a"
PWG,7830,AkiMcanya,3,13994,213,35,present,present,present/present,quote-exact,1.0,"03,203.46c"
PWG,7836,Akula,2,475,11,58,present,present,present/present,quote-exact,1.0,"02,11.38c"
PWG,7836,Akula,3,17304,313,19,present,absent,present/absent,none,0.556,"02,23.24a"
PWG,7837,AkulatA,3,401,11,16,present,present,present/present,quote-exact,1.0,"03,12.16a"
PWG,7838,Akulatva,3,13711,207,11,present,present,present/present,quote-exact,1.0,"03,198.10c"
PWG,7844,AkUti,3,15530,263,10,present,absent,present/absent,none,0.0,
PWG,7848,Akfti,2,1165,31,61,present,present,present/present,quote-exact,0.935,"02,28.39a"
PWG,7859,Akranda,1,1513,33,18,present,absent,present/absent,none,0.286,"01,25.31a"
PWG,7859,Akranda,1,7756,211,10,present,present,present/present,quote-exact,1.0,"01,203.10a"
PWG,7859,Akranda,1,6568,170,73,present,present,present/present,quote-exact,0.889,"01,159.15c"
PWG,7859,Akranda,1,13859,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,7869,AkrIqa,1,4649,120,10,present,present,present/present,quote-fuzzy,0.757,"01,111.6a"
PWG,7869,AkrIqa,3,11358,150,50,present,present,present/present,quote-exact,1.0,"03,149.50c"
PWG,7869,AkrIqa,3,14866,240,18,present,present,present/present,quote-exact,1.0,"03,229.16c"
PWG,7869,AkrIqa,3,11370,151,10,present,present,present/present,quote-exact,1.0,"03,150.8c"
